used,"x, 2theta (deg)",obs,calc,bkg,diff,Gd2Zr2O7,tick-pos,diff/sigma,Axis-limits
1,70.93,14586.7,14381.021515652954,14374.576632574617,-1838.521516, , ,0.9665901691180863, 
1,70.94,14770,14380.60230364803,14374.09523557279,-1654.802304, , ,-2.433758909, 
1,70.95,14563.3,14380.184531276493,14373.614242841868,-1861.084531, , ,1.3462996932819686, 
1,70.96,14413.3,14379.49145892709,14373.133655872936,-2010.391459, , ,-1.380149671, 
1,70.97,14710,14379.077105115131,14372.653476159052,-1713.277105, , ,-3.803230748, 
1,70.98,14623.3,14378.664263566214,14372.173705195266,-1799.564264, , ,-1.43565717, 
1,70.99,14580,14378.252962055572,14371.694344478616,-1842.452962, , ,-0.748535397, 
1,71,14250,14377.843226527597,14371.215395508136,-2172.043227, , ,-1.381279817, 
1,71.01,14156.7,14377.435083710974,14370.736859784847,-2264.935084, , ,-0.03862382, 
1,71.02,14423.3,14377.028563651895,14370.258738811766,-1997.928564, , ,-0.176557893, 
1,71.03,14223.3,14376.62369233052,14369.781034093898,-2197.523692, , ,-3.921295801, 
1,71.04,14163.3,14376.220502225919,14369.303747138245,-2257.120502, , ,-2.272724486, 
1,71.05,14323.3,14375.819022257776,14368.826879453809,-2096.719022, , ,-3.587837425, 
1,71.06,14550,14375.419284424857,14368.350432551579,-1869.619284, , ,-3.561684579, 
1,71.07,14330,14375.021322232948,14367.874407944546,-2089.221322, , ,-1.974686155, 
1,71.08,14060,14374.625166574675,14367.39881,-2358.825167, , ,0.4094449569825182, 
1,71.09,14166.7,14374.230852211515,14366.923631678024,-2251.730852, , ,-0.631378562, 
1,71.1,14530,14373.838415993103,14366.448883054503,-1888.038416, , ,1.4839036770411125, 
1,71.11,14303.3,14373.447890732863,14365.974562798121,-2114.347891, , ,0.9393832021210884, 
1,71.12,14393.3,14373.059317345007,14365.50067243187,-2023.959317, , ,0.3381895335648464, 
1,71.13,14310,14372.672731127997,14365.027213480731,-2106.872731, , ,0.7669049148418513, 
1,71.14,14426.7,14372.288173007506,14364.554187471706,-1989.788173, , ,-1.867833317, 
1,71.15,14163.3,14371.905682383813,14364.081595933772,-2252.805682, , ,0.075959963, 
1,71.16,14486.7,14371.525301527705,14363.609440397944,-1929.025302, , ,-1.549270488, 
1,71.17,14413.3,14371.14707,14363.137722397218,-2002.047072, , ,-1.280378381, 
1,71.18,14726.7,14370.771041899385,14362.666443466605,-1688.271042, , ,0.43488037087509684, 
1,71.19,14280,14370.397251798922,14362.195605143124,-2134.597252, , ,-1.988356042, 
1,71.2,14286.7,14370.025753078718,14361.725208965798,-2127.525753, , ,-0.893959509, 
1,71.21,14133.3,14369.656590403769,14361.25525647566,-2280.55659, , ,-2.674730654, 
1,71.22,14560,14369.289816331242,14360.785749215756,-1853.489816, , ,-1.935748552, 
1,71.23,14233.3,14368.925481580021,14360.316688731136,-2179.825482, , ,-3.143824, 
1,71.24,14480,14368.56363884541,14359.848076568867,-1932.763639, , ,-2.877461202, 
1,71.25,14593.3,14368.204343134401,14359.379914278028,-1819.104343, , ,-1.613680738, 
1,71.26,14260,14367.84765222016,14358.912203409702,-2152.047652, , ,-1.573589581, 
1,71.27,14026.7,14367.493621590553,14358.444945517002,-2384.993622, , ,-1.69942655, 
1,71.28,14470,14367.14231446914,14357.978142155032,-1941.342314, , ,-1.992580293, 
1,71.29,14270,14366.793792084767,14357.51179488094,-2140.993792, , ,-2.038902126, 
1,71.3,14670,14366.448117419164,14357.045905253868,-1740.648117, , ,-1.119436138, 
1,71.31,14456.7,14366.105358380917,14356.580474834982,-1953.605358, , ,-0.975341076, 
1,71.32,14373.3,14365.765583722557,14356.115505187478,-2036.665584, , ,-1.935384771, 
1,71.33,14230,14365.428863182091,14355.650997876548,-2179.628863, , ,-0.912038481, 
1,71.34,14186.7,14365.095272236505,14355.186954469422,-2222.595272, , ,-1.819301772, 
1,71.35,14666.7,14364.764884256285,14354.723376535338,-1742.264884, , ,-0.472437517, 
1,71.36,14290,14364.43777916301,14354.260265645571,-2118.637779, , ,-0.119761785, 
1,71.37,14606.7,14364.114037722185,14353.797623373404,-1801.614038, , ,-1.798010889, 
1,71.38,14316.7,14363.793743517663,14353.33545129415,-2091.293744, , ,0.7636855178648179, 
1,71.39,14543.3,14363.476985171912,14352.873750985143,-1864.376985, , ,1.1593145592674823, 
1,71.4,13980,14363.16385288895,14352.412524025747,-2427.363853, , ,2.0059749696656137, 
1,71.41,14423.3,14362.85443766458,14351.951771997345,-1983.754438, , ,-1.899280441, 
1,71.42,14273.3,14362.548839109504,14351.49149648335,-2133.448839, , ,-0.0813183, 
1,71.43,14683.3,14362.247155033408,14351.0317,-1723.147155, , ,0.004270873, 
1,71.44,14093.3,14361.949492471831,14350.572381342368,-2312.849492, , ,-2.885233087, 
1,71.45,14540,14361.655955042523,14350.113544892352,-1865.855955, , ,-3.699753159, 
1,71.46,14786.7,14361.36665757093,14349.655191310676,-1618.866658, , ,0.17751080330168828, 
1,71.47,14383.3,14361.081717738112,14349.197322190901,-2021.981718, , ,-0.737251937, 
1,71.48,14590,14360.801251841343,14348.739939128614,-1815.001252, , ,-4.365319814, 
1,71.49,14383.3,14360.52538801891,14348.283043721442,-2021.425388, , ,-2.551515011, 
1,71.5,14253.3,14360.254254999725,14347.826637569038,-2151.154255, , ,1.0688734666828066, 
1,71.51,14566.7,14359.98798835437,14347.370722273097,-1837.487988, , ,-1.012731835, 
1,71.52,14780,14359.72672912418,14346.915299437336,-1623.926729, , ,-1.016158052, 
1,71.53,14456.7,14359.47062126572,14346.460370667528,-1946.970621, , ,-0.431043729, 
1,71.54,14496.7,14359.219817514355,14346.00593757146,-1906.719818, , ,-1.415275538, 
1,71.55,14586.7,14358.974475949573,14345.55200175898,-1816.474476, , ,-1.129928233, 
1,71.56,14193.3,14358.734762580301,14345.098564841952,-2209.634763, , ,1.4569041772357525, 
1,71.57,14256.7,14358.50084430414,14344.645628434297,-2146.000844, , ,-1.847845977, 
1,71.58,14046.7,14358.272901998014,14344.193194151969,-2355.772902, , ,1.4833570563691296, 
1,71.59,14176.7,14358.051121853145,14343.741263612957,-2225.551122, , ,-2.911919579, 
1,71.6,14266.7,14357.835695904063,14343.289838437306,-2135.335696, , ,-1.322819109, 
1,71.61,14333.3,14357.626825142934,14342.838920247092,-2068.526825, , ,0.4431938812105039, 
1,71.62,14116.7,14357.424721695137,14342.388510666442,-2284.924722, , ,-0.78110673, 
1,71.63,13953.3,14357.229603641104,14341.93861132152,-2448.129604, , ,-1.967270012, 
1,71.64,14423.3,14357.041699352572,14341.489223840545,-1977.941699, , ,-3.925406688, 
1,71.65,14593.3,14356.861249109352,14341.040349853778,-1807.761249, , ,-1.085016236, 
1,71.66,14326.7,14356.688501821061,14340.59199099352,-2074.188502, , ,-2.938592722, 
1,71.67,14376.7,14356.523720093544,14340.144148894127,-2024.02372, , ,1.209831607631134, 
1,71.68,14116.7,14356.367174111936,14339.696825192008,-2283.867174, , ,-3.301341456, 
1,71.69,14426.7,14356.219150089612,14339.250021525611,-1973.71915, , ,-2.008350892, 
1,71.7,14763.3,14356.07994538807,14338.803739535442,-1636.979945, , ,-5.212082985, 
1,71.71,14640,14355.949875833405,14338.35798086406,-1760.149876, , ,1.0948698692085532, 
1,71.72,14473.3,14355.829264912949,14337.91274715607,-1926.729265, , ,-2.613704467, 
1,71.73,14260,14355.718455256638,14337.468040058133,-2139.918455, , ,1.344481802, 
1,71.74,14180,14355.617809888692,14337.02386121896,-2219.81781, , ,-1.848335799, 
1,71.75,14386.7,14355.527700478067,14336.580212289324,-2013.0277, , ,-3.163752421, 
1,71.76,14606.7,14355.44853,14336.13709492205,-1792.948526, , ,-7.176887591, 
1,71.77,14460,14355.380696571561,14335.694510772022,-1939.580697, , ,-3.411552269, 
1,71.78,14596.7,14355.324654545066,14335.252461496171,-1802.824655, , ,-3.955144491, 
1,71.79,14380,14355.280850277984,14334.81095,-2019.48085, , ,-4.709463383, 
1,71.8,14250,14355.24977,14334.369974205067,-2149.449769, , ,-1.580416004, 
1,71.81,14180,14355.231915657614,14333.92953951398,-2219.431916, , ,-0.881861176, 
1,71.82,14246.7,14355.227820508231,14333.489646345426,-2152.727821, , ,0.7121874739559474, 
1,71.83,14466.7,14355.238043018104,14333.050296366633,-1932.738043, , ,6.940663298091669, 
1,71.84,14230,14355.263178027062,14332.611491246907,-2169.463178, , ,4.4500059513687535, 
1,71.85,14323.3,14355.303846126204,14332.173232657617,-2076.203846, , ,4.251758329765933, 
1,71.86,14423.3,14355.360703276587,14331.735522272182,-1976.260703, , ,6.419203287582863, 
1,71.87,14433.3,14355.434438194095,14331.29836,-1966.334438, , ,2.325689042598267, 
1,71.88,14526.7,14355.525785000515,14330.861752816927,-1873.025785, , ,1.0368042143081644, 
1,71.89,14226.7,14355.635519736667,14330.425697104294,-2173.13552, , ,0.6732785607598887, 
1,71.9,14530,14355.76445469996,14329.990196309891,-1869.964455, , ,-2.375867774, 
1,71.91,14330,14355.913450410031,14329.555252117478,-2070.11345, , ,0.7461295083933698, 
1,71.92,14376.7,14356.083429250762,14329.12086621289,-2023.583429, , ,-1.744362565, 
1,71.93,14260,14356.275351829578,14328.687040284027,-2140.475352, , ,-3.542848724, 
1,71.94,14093.3,14356.490252702986,14328.25377602086,-2307.390253, , ,-3.317538985, 
1,71.95,14266.7,14356.729217369191,14327.821075115435,-2134.229217, , ,-0.953383699, 
1,71.96,14143.3,14356.993398130373,14327.38893926187,-2257.893398, , ,-3.489091389, 
1,71.97,14183.3,14357.284034104945,14326.95737015635,-2218.184034, , ,-3.60565024, 
1,71.98,14513.3,14357.602421075071,14326.526369497145,-1888.502421, , ,-1.361134291, 
1,71.99,14413.3,14357.949951704879,14326.095938984592,-1988.849952, , ,0.3801024087296942, 
1,72,14263.3,14358.328102986254,14325.66608032111,-2139.228103, , ,-0.818335713, 
1,72.01,14333.3,14358.738457852955,14325.23679521119,-2069.638458, , ,2.611827890275911, 
1,72.02,14633.3,14359.182691195889,14324.808085361405,-1770.082691, , ,2.919345623214117, 
1,72.03,14470,14359.662604806328,14324.37995,-1933.862605, , ,2.820316994607038, 
1,72.04,14506.7,14360.180106283324,14323.952398278909,-1897.680106, , ,1.9877989830322524, 
1,72.05,14093.3,14360.737253930898,14323.52542446974,-2311.637254, , ,1.8910666842854011, 
1,72.06,14403.3,14361.336244852017,14323.099032767783,-2002.236245, , ,-1.969283876, 
1,72.07,14076.7,14361.979424835523,14322.673224890013,-2329.479425, , ,-1.098603428, 
1,72.08,14550,14362.66931714516,14322.248002555481,-1856.869317, , ,1.803737192270811, 
1,72.09,14520,14363.408632920613,14321.823367485335,-1887.608633, , ,-0.352823961, 
1,72.1,14686.7,14364.20027200449,14321.399321402792,-1721.700272, , ,2.2845498842748304, 
1,72.11,14443.3,14365.04738616797,14320.975866033163,-1965.947386, , ,-0.154920609, 
1,72.12,14690,14365.953322613055,14320.553003103847,-1720.153323, , ,-1.723301381, 
1,72.13,14306.7,14366.92172896614,14320.130734344326,-2104.421729, , ,-2.200871797, 
1,72.14,14350,14367.956521747155,14319.709061486168,-2062.156522, , ,-3.817673393, 
1,72.15,14266.7,14369.061941861515,14319.287986263042,-2146.561942, , ,-3.625481307, 
1,72.16,14323.3,14370.242583813808,14318.867510410688,-2091.142584, , ,-2.222787958, 
1,72.17,14300,14371.503414222527,14318.447635666955,-2115.703414, , ,-0.453870037, 
1,72.18,14383.3,14372.849829778106,14318.028363771768,-2033.74983, , ,-1.06023235, 
1,72.19,14543.3,14374.287683916029,14317.609696467158,-1875.187684, , ,-1.883018053, 
1,72.2,14583.3,14375.823350876897,14317.191635497242,-1836.723351, , ,-2.979597705, 
1,72.21,14513.3,14377.463767481846,14316.77418260823,-1908.363767, , ,-2.733338274, 
1,72.22,14526.7,14379.216525825217,14316.357339548424,-1896.716526, , ,1.3478897954136868, 
1,72.23,14283.3,14381.089898785358,14315.941108068233,-2141.989899, , ,-1.423283869, 
1,72.24,14513.3,14383.09294807293,14315.525489920159,-1913.992948, , ,-1.652623686, 
1,72.25,14660,14385.235600323678,14315.110486858786,-1769.4356, , ,0.4077640654522991, 
1,72.26,14590,14387.528776827983,14314.696100640826,-1841.728777, , ,-2.442779138, 
1,72.27,14726.7,14389.984469899258,14314.28233302506,-1707.48447, , ,-2.474645972, 
1,72.28,14583.3,14392.615927849554,14313.869185772382,-1853.515928, , ,-3.798302462, 
1,72.29,14750,14395.437749395864,14313.45666,-1689.637749, , ,0.084615662, 
1,72.3,14440,14398.466099101079,14313.044759410393,-2002.666099, , ,-3.358191346, 
1,72.31,14240,14401.718921235504,14312.633483833375,-2205.918921, , ,-3.131411681, 
1,72.32,14453.3,14405.216119738141,14312.22283568404,-1996.11612, , ,-2.657878183, 
1,72.33,14426.7,14408.979892188992,14311.812816733804,-2026.479892, , ,-3.276719271, 
1,72.34,14310,14413.034997784065,14311.403428756164,-2147.234998, , ,-3.564835054, 
1,72.35,14716.7,14417.409115805198,14310.994673526753,-1744.909116, , ,-5.814631863, 
1,72.36,14556.7,14422.133379737243,14310.58655282329,-1909.63338, , ,-1.666442331, 
1,72.37,14970,14427.242707343708,14310.179068425607,-1501.442707, , ,-3.633328578, 
1,72.38,14080,14432.776523343273,14309.772222115644,-2396.976523, , ,-0.569486831, 
1,72.39,14333.3,14438.779404264991,14309.366015677457,-2149.679404, , ,-0.644030631, 
1,72.4,13896.7,14445.301929058714,14308.96045,-2592.801929, , ,-2.405650823, 
1,72.41,14696.7,14452.401634684233,14308.555529563157,-1799.901635, , ,-1.956523768, 
1,72.42,14580,14460.144238729166,14308.15125,-1924.344239, , ,-0.355181268, 
1,72.43,14576.7,14468.605075605261,14307.747624397325,-1936.105076, , ,-3.994334669, 
1,72.44,14606.7,14477.870908559395,14307.344644152654,-1915.370909, , ,-1.370625656, 
1,72.45,14620,14488.042081192612,14306.942314528405,-1912.242081, , ,3.288366437498178, 
1,72.46,14356.7,14499.235395641781,14306.540637323416,-2186.735396, , ,-0.54837586, 
1,72.47,14466.7,14511.587971056475,14306.13961433865,-2089.087971, , ,-1.322536896, 
1,72.48,14453.3,14525.261836583873,14305.739247377178,-2116.161837, , ,0.9980998369171792, 
1,72.49,14550,14540.450614740734,14305.339538244192,-2034.650615, , ,-1.165984247, 
1,72.5,14753.3,14557.388440071287,14304.940488747003,-1848.28844, , ,-0.046630877, 
1,72.51,14393.3,14576.361742821598,14304.542100695038,-2227.261743, , ,2.2482317859438616, 
1,72.52,14883.3,14597.725175337913,14304.144375899854,-1758.625175, , ,-3.134397576, 
1,72.53,14343.3,14621.92268242778,14303.747316175119,-2322.822682, , ,-5.150777594, 
1,72.54,14923.3,14649.51359586376,14303.350923336626,-1770.413596, , ,-2.704394852, 
1,72.55,14750,14681.205856648981,14302.955199202299,-1975.405857, , ,-3.809055036, 
1,72.56,14646.7,14717.893330274002,14302.56014559217,-2115.39333, , ,-1.11423908, 
1,72.57,14873.3,14760.697982039621,14302.16576432841,-1931.597982, , ,-4.994041705, 
1,72.58,14856.7,14811.011464938598,14301.772057235317,-1998.511465, , ,-0.723740469, 
1,72.59,14773.3,14870.53188563339,14301.37903,-2141.431886, , ,-2.20220016, 
1,72.6,15136.7,14941.289702473163,14300.986672868907,-1848.789702, , ,-3.418312361, 
1,72.61,14713.3,15025.653359876149,14300.594999254816,-2356.55336, , ,-2.144691511, 
1,72.62,14930,15126.305816311098,14300.204007129825,-2240.505816, , ,0.9198501346079625, 
1,72.63,14910,15246.180804736752,14299.813698328871,-2380.380805, , ,-2.92551073, 
1,72.64,15323.3,15388.338858569126,14299.424074689012,-2109.238859, , ,-1.630536813, 
1,72.65,15393.3,15555.748523631419,14299.035138049449,-2206.648524, , ,0.22516971577504757, 
1,72.66,15723.3,15750.905414900353,14298.646890251508,-2071.805415, , ,-2.942121192, 
1,72.67,15746.7,15975.169786592307,14298.259333138647,-2272.669787, , ,-3.857722301, 
1,72.68,15580,16227.641623730957,14297.872468556463,-2691.841624, , ,0.39904149917202963, 
1,72.69,16093.3,16503.38657914123,14297.486298352691,-2454.286579, , ,-3.354157677, 
1,72.7,16480,16791.02645028259,14297.100824377192,-2355.22645, , ,0.5858083164033625, 
1,72.71,16400,17070.373067650104,14296.716048481965,-2714.573068, , ,-1.905474542, 
1,72.72,17190,17312.020266998923,14296.33197252116,-2166.220267, , ,-2.843382154, 
1,72.73,16870,17481.68139094459,14295.94859835105,-2655.881391, , ,-3.224600133, 
1,72.74,17396.7,17550.468761306718,14295.565927830055,-2197.968761, , ,-3.21389852, 
1,72.75,17586.7,17507.029650096345,14295.183962818732,-1964.52965, , ,0.17581022578632724, 
1,72.76,17360,17363.172485139097,14294.802705179778,-2047.372485, , ,-3.474948232, 
1,72.77,17393.3,17148.36807817674,14294.42215677804,-1799.268078, , ,-0.984290526, 
1,72.78,17490,16897.66429791989,14294.04232,-1451.864298, , ,-2.278219279, 
1,72.79,17140,16641.398243405645,14293.663195156281,-1545.598243, , ,2.0590285838565365, 
1,72.8,16643.3,16400.828278314235,14293.28478567666,-1801.728278, , ,0.088461587, 
1,72.81,16720,16188.534009606716,14292.907092915055,-1512.73401, , ,-2.026643955, 
1,72.82,16450,16010.777478350668,14292.530118747025,-1604.977478, , ,-2.29580034, 
1,72.83,16080,15869.906922492886,14292.15386505028,-1834.106922, , ,-3.435980767, 
1,72.84,15736.7,15766.101909342919,14291.778333704684,-2073.601909, , ,-0.314357618, 
1,72.85,16343.3,15698.43568300007,14291.403526592238,-1399.335683, , ,-2.576638232, 
1,72.86,15410,15665.42122,14291.02945,-2299.621215, , ,0.8229411977538722, 
1,72.87,15716.7,15665.182989231334,14290.656092605577,-1992.682989, , ,-0.453539577, 
1,72.88,15836.7,15695.311888151395,14290.283469506132,-1902.811888, , ,-0.252546652, 
1,72.89,15660,15752.37248909079,14289.911578189363,-2136.572489, , ,-0.987284179, 
1,72.9,15386.7,15831.01631374749,14289.540420548046,-2488.516314, , ,-0.264346641, 
1,72.91,15586.7,15922.762193295051,14289.169998477091,-2380.262193, , ,-1.136970152, 
1,72.92,15696.7,16014.893760046345,14288.800313873571,-2362.39376, , ,1.3596198927427512, 
1,72.93,16006.7,16090.55487576388,14288.431368636715,-2128.054876, , ,-0.570526083, 
1,72.94,15556.7,16131.435300657271,14288.063164667903,-2618.935301, , ,-1.362665249, 
1,72.95,15846.7,16123.278719439231,14287.695703870677,-2320.778719, , ,-0.995972412, 
1,72.96,16256.7,16061.631612286945,14287.328988150735,-1849.131612, , ,-1.680325359, 
1,72.97,15960,15953.632759824597,14286.963019415938,-2037.83276, , ,-3.378910582, 
1,72.98,15906.7,15814.329954482098,14286.597799576302,-1951.829954, , ,1.431045665171482, 
1,72.99,16170,15660.474907118745,14286.233330544002,-1534.674907, , ,1.8976564343153266, 
1,73,15760,15505.830574398049,14285.869614233383,-1790.030574, , ,-1.623758613, 
1,73.01,15750,15359.491883140914,14285.506652560942,-1653.691883, , ,-0.154374203, 
1,73.02,15773.3,15226.35217633046,14285.144447445346,-1497.252176, , ,-0.120271427, 
1,73.03,15110,15108.32976032343,14284.783000807429,-2042.52976, , ,-2.801660763, 
1,73.04,14933.3,15005.524917811974,14284.422314570173,-2116.424918, , ,0.084898738, 
1,73.05,14706.7,14917.041349429386,14284.062390658753,-2254.541349, , ,-4.737295811, 
1,73.06,14740,14841.499220066846,14283.703231000483,-2145.69922, , ,-3.879077899, 
1,73.07,14443.3,14777.333056212345,14283.34483752487,-2378.233056, , ,-1.270559384, 
1,73.08,14753.3,14722.963582729157,14282.987212163564,-2013.863583, , ,-0.794901457, 
1,73.09,14593.3,14676.895226614848,14282.63036,-2127.795227, , ,-0.429935666, 
1,73.1,14253.3,14637.771376623889,14282.274273521383,-2428.671377, , ,0.8341803436966102, 
1,73.11,14863.3,14604.400979396598,14281.918964114682,-1785.300979, , ,-3.563820815, 
1,73.12,14566.7,14575.766657127484,14281.564430570646,-2053.266657, , ,-1.349381065, 
1,73.13,14610,14551.019298279802,14281.210674831787,-1985.219298, , ,-1.620067413, 
1,73.14,14960,14529.463348135267,14280.857698842798,-1613.663348, , ,-2.449486887, 
1,73.15,14323.3,14510.537384415175,14280.505504550541,-2231.437384, , ,0.37499321487646564, 
1,73.16,14473.3,14493.792609920361,14280.154093904057,-2064.69261, , ,1.0617450652457168, 
1,73.17,14290,14478.872070105213,14279.803468854565,-2233.07207, , ,1.447734306305646, 
1,73.18,14553.3,14465.491625382589,14279.45363135545,-1956.391625, , ,-0.814532268, 
1,73.19,14150,14453.424127774488,14279.104583362292,-2347.624128, , ,1.4053557538277734, 
1,73.2,14010,14442.486351625088,14278.756326832834,-2476.686352, , ,1.6013011249631253, 
1,73.21,14636.7,14432.52894211933,14278.408863727003,-1840.028942, , ,1.471673378670218, 
1,73.22,14243.3,14423.42865214302,14278.062196006913,-2224.328652, , ,-0.790526891, 
1,73.23,14320,14415.08251732205,14277.71632563685,-2139.282517, , ,-2.338383527, 
1,73.24,14473.3,14407.403663722265,14277.371254583288,-1978.303664, , ,-0.723328855, 
1,73.25,14153.3,14400.317939419621,14277.026984814876,-2291.217939, , ,-2.075463045, 
1,73.26,13986.7,14393.761694338937,14276.68351830246,-2451.261694, , ,-1.291921969, 
1,73.27,14413.3,14387.67983096593,14276.34085701906,-2018.579831, , ,2.261749509466429, 
1,73.28,14483.3,14382.024373798493,14275.999002939883,-1942.924374, , ,0.3429930852107599, 
1,73.29,14550,14376.753389861882,14275.657958042324,-1870.95339, , ,0.12959231111369776, 
1,73.3,14670,14371.830057855525,14275.317724305965,-1746.030058, , ,1.2796218223499787, 
1,73.31,14633.3,14367.221962486177,14274.978303712576,-1778.121962, , ,-0.132899588, 
1,73.32,14713.3,14362.900361971551,14274.639698246116,-1693.800362, , ,-3.042792105, 
1,73.33,14180,14358.839837125413,14274.30190989273,-2223.039837, , ,0.7802987323812013, 
1,73.34,14756.7,14355.017738300994,14273.964940640763,-1642.517738, , ,-2.919445101, 
1,73.35,14206.7,14351.41384957841,14273.628792480737,-2188.91385, , ,0.053867207, 
1,73.36,14153.3,14348.010110351383,14273.293467405378,-2238.91011, , ,-2.347804386, 
1,73.37,14616.7,14344.790310151453,14272.958967409606,-1772.29031, , ,-0.705213938, 
1,73.38,14436.7,14341.739859751231,14272.625294490523,-1949.23986, , ,-2.113979423, 
1,73.39,13886.7,14338.84566147961,14272.292450647432,-2496.345661, , ,-0.997376965, 
1,73.4,14763.3,14336.095838355915,14271.960437881844,-1616.995838, , ,-1.823896038, 
1,73.41,14246.7,14333.479663577573,14271.629258197443,-2130.979664, , ,-0.903656125, 
1,73.42,14600,14330.987392576617,14271.298913600129,-1775.187393, , ,1.1009391550420105, 
1,73.43,14400,14328.610192522272,14270.969406097993,-1972.810193, , ,1.1608518966629744, 
1,73.44,14573.3,14326.340003047257,14270.640737701326,-1797.240003, , ,-0.144220969, 
1,73.45,14720,14324.169482871825,14270.312910422617,-1648.369483, , ,-1.297164949, 
1,73.46,14813.3,14322.091914432609,14269.985926276559,-1552.991914, , ,-1.764095892, 
1,73.47,14223.3,14320.10115233206,14269.659787280045,-2141.001152, , ,-1.869827055, 
1,73.48,14606.7,14318.191575755303,14269.33449545217,-1755.691576, , ,-3.773001317, 
1,73.49,14470,14316.35800063153,14269.010052814234,-1890.558001, , ,-2.922141641, 
1,73.5,14196.7,14314.595672041853,14268.68646138974,-2162.095672, , ,0.079037859, 
1,73.51,14600,14312.900216565395,14268.363723204398,-1757.100217, , ,-0.630525349, 
1,73.52,14266.7,14311.267581184518,14268.041840286118,-2088.767581, , ,-2.290345788, 
1,73.53,14626.7,14309.694050514316,14267.720814665025,-1727.194051, , ,-4.655294395, 
1,73.54,14076.7,14308.17616,14267.400648373445,-2275.676159, , ,-3.148924357, 
1,73.55,14413.3,14306.710713949044,14267.081343445916,-1937.610714, , ,-3.171583395, 
1,73.56,14543.3,14305.294757107493,14266.762901919183,-1806.194757, , ,-2.744916467, 
1,73.57,14073.3,14303.925540144879,14266.445325832206,-2274.82554, , ,-4.292947406, 
1,73.58,14233.3,14302.600497796204,14266.12861722615,-2113.500498, , ,-1.81252626, 
1,73.59,14263.3,14301.317259381773,14265.81277814439,-2082.217259, , ,-2.533564083, 
1,73.6,14316.7,14300.07360771725,14265.49781063253,-2027.573608, , ,-0.006991159, 
1,73.61,14230,14298.867481102934,14265.183716738364,-2113.067481, , ,-0.606509069, 
1,73.62,14676.7,14297.696951363212,14264.870498511917,-1665.196951, , ,-0.73961361, 
1,73.63,14343.3,14296.560214268811,14264.558158005424,-1997.460214, , ,-3.63809716, 
1,73.64,14456.7,14295.455588661363,14264.246697273335,-1882.955589, , ,-6.175187937, 
1,73.65,14433.3,14294.381502073795,14263.936118372321,-1905.281502, , ,-2.530751174, 
1,73.66,14470,14293.336475471522,14263.626423361267,-1867.536475, , ,-4.388300951, 
1,73.67,14606.7,14292.31911954953,14263.31761430128,-1729.81912, , ,0.19255584193915243, 
1,73.68,14440,14291.328144108908,14263.009693255679,-1895.528144, , ,-3.556805149, 
1,73.69,14720,14290.362322882693,14262.702662290018,-1614.562323, , ,-0.924896086, 
1,73.7,14443.3,14289.420511651917,14262.396523472054,-1890.320512, , ,-2.282373036, 
1,73.71,14663.3,14288.501628102997,14262.091278871783,-1669.401628, , ,-3.231161619, 
1,73.72,14500,14287.604657743474,14261.786930561413,-1831.804658, , ,-2.188586329, 
1,73.73,14560,14286.728644164114,14261.483480615376,-1770.928644, , ,-2.827151095, 
1,73.74,14700,14285.872684419559,14261.180931110339,-1630.072684, , ,1.9675175362587298, 
1,73.75,14570,14285.035926089053,14260.879284125183,-1759.235926, , ,1.241427227019223, 
1,73.76,14260,14284.217564441513,14260.578541741024,-2068.417564, , ,-1.250644875, 
1,73.77,14226.7,14283.416840516993,14260.278706041196,-2100.916841, , ,-1.162612883, 
1,73.78,14303.3,14282.633032584608,14259.979779111267,-2023.533033, , ,-0.991644757, 
1,73.79,14373.3,14281.865467493488,14259.681763039036,-1952.765467, , ,-1.069759091, 
1,73.8,14363.3,14281.113496015074,14259.384659914525,-1962.013496, , ,-1.59160087, 
1,73.81,14443.3,14280.376510799037,14259.088471829997,-1881.276511, , ,0.17907784710010938, 
1,73.82,14473.3,14279.653934143122,14258.793200879927,-1850.553934, , ,2.5716207935561233, 
1,73.83,14180,14278.945215910759,14258.498849161055,-2143.145216, , ,0.9808687331456853, 
1,73.84,14306.7,14278.249838493088,14258.205418772319,-2015.749838, , ,-0.602888411, 
1,73.85,14326.7,14277.567307119532,14257.912911814912,-1995.067307, , ,-0.708948323, 
1,73.86,14250,14276.897152752328,14257.62133039226,-2071.097153, , ,-2.258978512, 
1,73.87,14350,14276.238929285102,14257.330676610016,-1970.438929, , ,-2.562289111, 
1,73.88,14630,14275.592213960119,14257.040952576079,-1689.792214, , ,-0.088315377, 
1,73.89,14440,14274.956603568471,14256.752160400576,-1879.156604, , ,-3.933355364, 
1,73.9,14613.3,14274.33171351505,14256.464302195884,-1705.231714, , ,-2.239604172, 
1,73.91,14320,14273.717177792454,14256.177380076611,-1997.917178, , ,0.4734260451228049, 
1,73.92,14583.3,14273.112646112522,14255.89139615961,-1734.012646, , ,0.067494351, 
1,73.93,14443.3,14272.405680213144,14255.606352563967,-1873.30568, , ,-1.223083705, 
1,73.94,13896.7,14271.820364406196,14255.322251411018,-2419.320364, , ,0.26939898151492725, 
1,73.95,14176.7,14271.24410535022,14255.039094824338,-2138.744105, , ,-2.020322319, 
1,73.96,14636.7,14270.676610493123,14254.756884929746,-1678.17661, , ,-0.657651964, 
1,73.97,14353.3,14270.117605881704,14254.475623855305,-1961.017606, , ,2.3718707297653916, 
